"id","title","authors","date","days_ago","abstract","pdf_url","openalex_pdf","europepmc_pdf","source","pdf_ok","pdf_blocked","pdf_file","pdf_mb","pdf_source"
"2602.10156","STRAND: Sequence-Conditioned Transport for Single-Cell Perturbations","Boyang Fu; George Dasoulas; Sameer Gabbita; Xiang Lin; Shanghua Gao; Xiaorui Su; Soumya Ghosh; Marinka Zitnik","2026-02-10",8,"Predicting how genetic perturbations change cellular state is a core problem for building controllable models of gene regulation. Perturbations targeting the same gene can produce different transcriptional responses depending on their genomic locus, including different transcription start sites and regulatory elements. Gene-level perturbation models collapse these distinct interventions into the same representation. We introduce STRAND, a generative model that predicts single-cell transcriptional responses by conditioning on regulatory DNA sequence. STRAND represents a perturbation by encoding the sequence at its genomic locus and uses this representation to parameterize a conditional transport process from control to perturbed cell states. Representing perturbations by sequence, rather than by a fixed set of gene identifiers, supports zero-shot inference at loci not seen during training and expands inference-time genomic coverage from ∼\sim1.5% for gene-level single-cell foundation models to ∼\sim95% of the genome. We evaluate STRAND on CRISPR perturbation datasets in K562, Jurkat, and RPE1 cells. STRAND improves discrimination scores by up to 33% in low-sample regimes, achieves the best average rank on unseen gene perturbation benchmarks, and improves transfer to novel cell lines by up to 0.140.14 in Pearson correlation. Ablations isolate the gains to sequence conditioning and transport, and case studies show that STRAND resolves functionally alternative transcription start sites missed by gene-level models. Machine Learning, ICML 1 Introduction Predicting how genetic perturbations change cellular state is a core problem for building controllable models of gene regulation (Roohani et al., 2023; Lotfollahi et al., 2023a; Ahlmann-Eltze et al., 2025; Adduri et al., 2025a; Park and Li, 2026; Lorch et al., 2026; Dong et al., 2026). In practice, regulatory effects are mediated by specific DNA sequences, such as promoters, enhancers, and alternative transcription start sites (TSS), rather than by genes as indivisible units (Nasser et al., 2021; Avsec et al., 2021; Linder et al., 2025; Pampari et al., 2025; Avsec et al., 2026). However, most existing single-cell perturbation models, including recent single-cell foundation models, represent perturbations at the gene level (Cui et al., 2024; Wenkel et al., 2025; Passigan et al., 2025; Zhu and Li, 2025; Dong et al., 2026) , either as discrete identifiers or as static nodes in a graph. As a result, perturbations that target different genomic loci within the same gene are mapped to the same representation. This creates a resolution gap: experimental technologies such as CRISPR-i/a and base editing can intervene at precise genomic locations, while predictive models treat all interventions within a gene body as equivalent. Figure 1: Overview of STRAND. STRAND conditions perturbation effects on regulatory DNA sequence, to perform in-silico profiling of locus-specific perturbations at nucleotide resolution. Perturbations targeting the same gene at different genomic locations (sp1s_{p}^{1}, sp2s_{p}^{2}) can induce distinct transcriptional responses. This resolution gap matters because perturbations sharing the same gene label can produce vastly different cellular outcomes depending on which regulatory sequence is targeted. For example, disrupting the coding region of gene BCL11A is lethal to cells, whereas targeting a specific enhancer sequence induces therapeutic effects without harming the cell (Smith et al., 2017; Frangoul et al., 2021). Even within a single enhancer, only a small subset of nucleotides actually controls gene regulation; perturbing nearby positions often has no measurable effect (Canver et al., 2015). These observations motivate modeling perturbations at sequence-level resolution. Such resolution is also essential for modeling the 98% of the genome that lies outside protein-coding regions, where most disease-associated genetic variants reside but remain inaccessible to gen... [Truncated/Content too long]","https://arxiv.org/pdf/2602.10156v1.pdf",NA,NA,"arxiv",TRUE,FALSE,"arxiv_strand_sequence-cond_260210156.pdf",1.21,"arxiv_pdf"
